Sun Jun  7 00:58:16 2026    profile.prof

         87521198 function calls (84105556 primitive calls) in 212.643 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       49    0.001    0.000    0.050    0.001 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/navigation/grid_pathfinder.py:23(find_path)
       88    0.001    0.000    0.053    0.001 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Support.py:101(frames_to_masks)
      966    0.001    0.000    0.001    0.000 /usr/lib/python3.10/sre_parse.py:112(__init__)
      104    0.001    0.000    0.015    0.000 /usr/lib/python3.10/typing.py:483(Union)
     1868    0.001    0.000    0.001    0.000 /usr/lib/python3.10/typing.py:1273(<genexpr>)
  355/354    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:542(_check_name_wrapper)
       46    0.001    0.000    0.008    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Magic.py:75(ice_ball2)
      593    0.001    0.000    0.001    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/actions.py:43(update)
      280    0.001    0.000    0.189    0.001 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Level4_tmxdev.py:1678(add_exp)
      180    0.001    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
       32    0.001    0.000    0.014    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/ui/worker_command_panel.py:60(draw)
      507    0.001    0.000    0.001    0.000 /home/fresh/.local/lib/python3.10/site-packages/pytmx/pytmx.py:1141(map_gid)
      330    0.001    0.000    0.012    0.000 /usr/lib/python3.10/enum.py:359(__call__)
       18    0.001    0.000    0.001    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/arrayprint.py:1588(_guarded_repr_or_str)
      144    0.001    0.000    0.002    0.000 /usr/lib/python3.10/typing.py:1284(__hash__)
       13    0.001    0.000    0.004    0.000 /usr/lib/python3.10/enum.py:553(<listcomp>)
     1724    0.001    0.000    0.001    0.000 {method 'clear' of 'set' objects}
     1000    0.001    0.000    0.001    0.000 {method 'set_volume' of 'pygame.mixer.Sound' objects}
     2033    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
       30    0.001    0.000    0.028    0.001 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Eskimo.py:67(import_graphics)
     1948    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.lock' objects}
      615    0.001    0.000    0.001    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Level4_tmxdev.py:104(get_display_surface)
      114    0.001    0.000    0.002    0.000 /usr/lib/python3.10/dataclasses.py:722(_get_field)
      565    0.001    0.000    0.002    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/gather/controller.py:132(_dropoff_goal)
       15    0.001    0.000    0.210    0.014 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/session.py:354(spawn_worker_from_chief)
     1426    0.001    0.000    0.001    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/ImageCache.py:14(_scale_key)
      427    0.001    0.000    0.002    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Interaction.py:338(is_known_team)
       20    0.001    0.000    0.009    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/entities/node.py:11(__init__)
      206    0.001    0.000    0.064    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:3354(_reload_version)
      158    0.001    0.000    0.003    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Spawner.py:138(choose_enemy_based_on_weights)
       66    0.001    0.000    0.016    0.000 /home/fresh/.local/lib/python3.10/site-packages/psutil/__init__.py:1718(cpu_percent)
      446    0.001    0.000    0.048    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:3686(<genexpr>)
      609    0.001    0.000    0.002    0.000 /home/fresh/.local/lib/python3.10/site-packages/pytmx/pytmx.py:1390(tiles)
      466    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap>:173(__exit__)
       93    0.001    0.000    0.076    0.001 /usr/lib/python3.10/sre_parse.py:944(parse)
      317    0.001    0.000    0.003    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/function_base.py:483(_add_docstring)
        1    0.001    0.001    0.022    0.022 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/numeric.py:1(<module>)
      781    0.001    0.000    0.026    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:1683(_get_metadata_path)
        3    0.001    0.000    0.001    0.000 /home/fresh/.local/lib/python3.10/site-packages/pytmx/pytmx.py:181(<listcomp>)
       94    0.001    0.000    0.001    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/PlayerConfiguration.py:80(update_game_variables)
      272    0.001    0.000    0.001    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/ItemVisual.py:20(start_reject_shake)
  198/132    0.001    0.000    0.019    0.000 /home/fresh/.local/lib/python3.10/site-packages/psutil/_pslinux.py:1647(wrapper)
      209    0.001    0.000    0.001    0.000 {method 'split' of 'bytes' objects}
       24    0.001    0.000    0.001    0.000 {built-in method _imp.exec_builtin}
      372    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:48(_new_module)
      177    0.001    0.000    0.009    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:1912(_get)
        2    0.001    0.000    0.257    0.128 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/tmx_layout_manager.py:1153(create_effect_layer)
      280    0.001    0.000    0.188    0.001 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Level4_tmxdev.py:1166(check_level_up)
      104    0.001    0.000    0.003    0.000 /usr/lib/python3.10/typing.py:267(_remove_dups_flatten)
     2431    0.001    0.000    0.001    0.000 /home/fresh/.local/lib/python3.10/site-packages/cv2/__init__.py:158(<lambda>)
       14    0.001    0.000    0.001    0.000 {built-in method builtins.compile}
      446    0.001    0.000    0.001    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:754(__iter__)
      310    0.001    0.000    0.002    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/navigation/walk_grid.py:43(cell_center)
      590    0.001    0.000    0.001    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/session.py:136(camera_focus)
       96    0.001    0.000    0.011    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/entities/tribe_member.py:94(<listcomp>)
      449    0.001    0.000    0.001    0.000 /usr/lib/python3.10/enum.py:44(_is_private)
     1850    0.001    0.000    0.001    0.000 {built-in method _stat.S_ISDIR}
      354    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1089(path_stats)
      177    0.001    0.000    0.017    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:1693(get_metadata)
    47/14    0.001    0.000    0.005    0.000 /usr/lib/python3.10/typing.py:1046(__getitem__)
      605    0.001    0.000    0.001    0.000 {built-in method _heapq.heappop}
      618    0.001    0.000    0.001    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:2895(is_version_line)
     1358    0.001    0.000    0.001    0.000 /usr/lib/python3.10/typing.py:1022(<genexpr>)
       63    0.001    0.000    0.012    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Level4_tmxdev.py:1327(create_magic)
       22    0.001    0.000    0.001    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/selection.py:123(<listcomp>)
        1    0.001    0.001    0.291    0.291 /home/fresh/.local/lib/python3.10/site-packages/numpy/__init__.py:1(<module>)
      605    0.001    0.000    0.001    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/_utils/_inspect.py:13(ismethod)
      221    0.001    0.000    0.001    0.000 /usr/lib/python3.10/sre_parse.py:356(_escape)
      606    0.001    0.000    0.001    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/build/sites_from_tiles.py:32(deep_snow_cell_from_props)
       45    0.001    0.000    0.001    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        1    0.001    0.001    0.002    0.002 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Inventory.py:178(__init__)
      273    0.001    0.000    0.005    0.000 /usr/lib/python3.10/typing.py:947(__init__)
      232    0.001    0.000    0.001    0.000 /usr/lib/python3.10/sre_parse.py:433(_uniq)
      436    0.001    0.000    0.001    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/input.py:34(pressed_tab)
       43    0.001    0.000    0.001    0.000 <frozen zipimport>:64(__init__)
     1546    0.001    0.000    0.001    0.000 /home/fresh/.local/lib/python3.10/site-packages/packaging/version.py:518(<lambda>)
        1    0.001    0.001    0.049    0.049 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/PlayerSelection.py:33(_load_selection_images)
     1052    0.001    0.000    0.003    0.000 /home/fresh/.local/lib/python3.10/site-packages/cv2/__init__.py:42(<lambda>)
      310    0.001    0.000    0.001    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/navigation/walk_grid.py:35(cell_rect)
      463    0.001    0.000    0.003    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Player.py:220(take_environmental_damage)
     1105    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
      389    0.001    0.000    0.002    0.000 /usr/lib/python3.10/sre_compile.py:447(_simple)
        1    0.001    0.001    0.002    0.002 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/SettingsMenu.py:7(__init__)
      528    0.001    0.000    0.001    0.000 /home/fresh/.local/lib/python3.10/site-packages/psutil/_pslinux.py:1901(<genexpr>)
     1073    0.001    0.000    0.001    0.000 {method 'find' of 'bytearray' objects}
      209    0.001    0.000    0.007    0.000 /usr/lib/python3.10/functools.py:884(wrapper)
        1    0.001    0.001    9.558    9.558 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/tmx_layout_manager.py:1608(initialize_layout)
      336    0.001    0.000    0.001    0.000 /home/fresh/.local/lib/python3.10/site-packages/pygame/sprite.py:419(has_internal)
       34    0.001    0.000    0.001    0.000 /usr/lib/python3.10/ipaddress.py:1636(_ip_int_from_string)
     1085    0.001    0.000    0.001    0.000 {built-in method from_bytes}
      157    0.001    0.000    0.001    0.000 /usr/lib/python3.10/sre_parse.py:296(_class_escape)
     1710    0.001    0.000    0.001    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Effect.py:43(apply)
      390    0.001    0.000    0.001    0.000 /usr/lib/python3.10/functools.py:65(wraps)
      466    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:165(__init__)
       39    0.001    0.000    0.006    0.000 /usr/lib/python3.10/typing.py:532(Literal)
      241    0.001    0.000    0.022    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Spawner.py:209(_live_enemies)
        1    0.001    0.001    0.153    0.153 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/__init__.py:1(<module>)
      158    0.001    0.000    0.018    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Spawner.py:215(_all_live_actors)
      621    0.001    0.000    0.001    0.000 /home/fresh/.local/lib/python3.10/site-packages/setuptools/_vendor/jaraco/text/__init__.py:532(_nonblank)
       46    0.001    0.000    0.212    0.005 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/ui/chief_panel.py:32(handle_input)
       21    0.001    0.000    0.011    0.001 /usr/lib/python3.10/dataclasses.py:412(_create_fn)
      556    0.001    0.000    0.001    0.000 <string>:1(<lambda>)
       16    0.001    0.000    0.212    0.013 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/entities/tribe_member.py:19(__init__)
       67    0.001    0.000    0.001    0.000 /home/fresh/.local/lib/python3.10/site-packages/psutil/_pslinux.py:596(<listcomp>)
     1170    0.001    0.000    0.001    0.000 /home/fresh/.local/lib/python3.10/site-packages/packaging/version.py:329(local)
     1803    0.001    0.000    0.001    0.000 /home/fresh/.local/lib/python3.10/site-packages/pytmx/pytmx.py:1379(iter_data)
      172    0.001    0.000    0.001    0.000 /usr/lib/python3.10/sre_parse.py:85(opengroup)
      143    0.001    0.000    0.002    0.000 /usr/lib/python3.10/typing.py:253(_deduplicate)
      606    0.001    0.000    0.001    0.000 /home/fresh/.local/lib/python3.10/site-packages/pytmx/pytmx.py:758(get_tile_image_by_gid)
       67    0.001    0.000    0.001    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/registry.py:97(build_sites_for_faction)
        3    0.001    0.000    0.001    0.000 /home/fresh/.local/lib/python3.10/site-packages/pytmx/pytmx.py:1398(<listcomp>)
      924    0.001    0.000    0.001    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/GrassManager.py:153(<genexpr>)
     1156    0.001    0.000    0.001    0.000 /home/fresh/.local/lib/python3.10/site-packages/packaging/version.py:491(_parse_local_version)
      209    0.001    0.000    0.006    0.000 /home/fresh/.local/lib/python3.10/site-packages/setuptools/_vendor/jaraco/text/__init__.py:555(_)
      625    0.001    0.000    0.001    0.000 /usr/lib/python3.10/typing.py:137(_type_convert)
        1    0.001    0.001    0.942    0.942 /home/fresh/.local/lib/python3.10/site-packages/pygame/__init__.py:1(<module>)
       66    0.001    0.000    0.007    0.000 /home/fresh/.local/lib/python3.10/site-packages/psutil/_common.py:801(cat)
       15    0.001    0.000    0.037    0.002 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Spawner.py:680(spawn_neutral)
      449    0.001    0.000    0.001    0.000 /usr/lib/python3.10/enum.py:22(_is_dunder)
       25    0.001    0.000    0.001    0.000 /usr/lib/python3.10/xml/etree/ElementPath.py:207(select)
     1156    0.001    0.000    0.001    0.000 /home/fresh/.local/lib/python3.10/site-packages/packaging/version.py:265(epoch)
      831    0.001    0.000    0.001    0.000 {method 'get_size' of 'pygame.mask.Mask' objects}
   124/89    0.001    0.000    0.001    0.000 /usr/lib/python3.10/sre_compile.py:485(_get_literal_prefix)
       85    0.001    0.000    0.001    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/GrassManager.py:316(__init__)
       46    0.001    0.000    0.001    0.000 /usr/lib/python3.10/sre_compile.py:437(<listcomp>)
      605    0.001    0.000    0.001    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/_utils/_inspect.py:26(isfunction)
       66    0.001    0.000    0.012    0.000 /home/fresh/.local/lib/python3.10/site-packages/psutil/_pslinux.py:1875(create_time)
      177    0.001    0.000    0.024    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:1706(get_metadata_lines)
        6    0.001    0.000    0.001    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/numeric.py:2507(extend_all)
      435    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:826(find_spec)
        1    0.001    0.001    0.002    0.002 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/DeathMenu.py:7(__init__)
       16    0.001    0.000    0.009    0.001 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/ui/worker_command_panel.py:141(draw)
        2    0.001    0.000    0.002    0.001 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/PlayerConfiguration.py:4(__init__)
     1156    0.001    0.000    0.001    0.000 /home/fresh/.local/lib/python3.10/site-packages/packaging/version.py:307(post)
       93    0.001    0.000    0.001    0.000 /usr/lib/python3.10/enum.py:986(__and__)
      586    0.001    0.000    0.001    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/_utils/_inspect.py:41(iscode)
      317    0.001    0.000    0.003    0.000 /home/fresh/.local/lib/python3.10/site-packages/pytmx/pytmx.py:395(_contains_invalid_property_name)
      206    0.001    0.000    0.062    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:3134(_get_version)
      223    0.001    0.000    0.001    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/SpecialAttacks.py:99(execute)
